Date,TSLA_PnL,NVDA_PnL,AMD_PnL,AAPL_PnL,MSFT_PnL,META_PnL,AMZN_PnL,NFLX_PnL,Total_PnL,Wins,Losses
2026-06-12,1172.26,1212.64,725.28,-593.16,-169.06,752.26,223.49,431.32,3755.03,38,48
